epoch,train_loss,train_acc,val_loss,val_acc,gen_gap_loss
0,2.6060582995414734,0.078125,2.1760793328285217,0.125,-0.42997896671295166
1,1.8595005869865417,0.328125,2.5706188678741455,0.1875,0.7111182808876038
