epoch,layer,activation_mean,activation_std,sparsity,gradient_norm,weight_norm,feature_cov_drift,repr_similarity_shift
1,layer2.0.downsample.1,-0.007503700559027493,1.3237753435969353,0.0,0.27836787700653076,11.31296157836914,768.6860626492654,0.3332724654515866
1,layer2.1.conv1,0.021091963397338986,1.9005869925022125,3.814697265625e-06,6.922033309936523,16.000226974487305,1526.3337526893022,0.3334914526873418
1,layer2.1.bn1,-0.024464792120852508,1.5976634845137596,0.0,0.23254229128360748,11.312134742736816,639.5489527683196,0.33521224319401466
1,layer2.1.conv2,0.032159098074771464,1.3985581174492836,0.0,6.09145450592041,16.003433227539062,1003.3412635214902,0.35878230812050826
1,layer2.1.bn2,0.030203999471268617,1.5320360288023949,0.0,0.21533064544200897,11.312041282653809,1666.4886112967968,0.31534551757334617
1,layer3.0.conv1,-0.04978981800377369,1.8376674205064774,0.0,8.289022445678711,16.05483055114746,757.8695539627784,0.3500852656129453
1,layer3.0.bn1,-0.014506429084576666,1.6676532849669456,0.0,0.21354447305202484,15.997729301452637,386.855288729081,0.3777996626671918
1,layer3.0.conv2,-0.04654378414852545,1.1979592368006706,0.0,7.553668975830078,22.587488174438477,388.852174103239,0.3927419495066984
1,layer3.0.bn2,-0.04932998726144433,1.4884156957268715,0.0,0.19653478264808655,15.997710227966309,561.8079370562474,0.408461809082567
1,layer3.0.downsample.0,-0.20669572427868843,2.014196887612343,0.0,2.662200927734375,16.033084869384766,793.850987416503,0.3074444796312782
1,layer3.0.downsample.1,-0.09803961531724781,1.6419226080179214,0.0,0.22821244597434998,15.997243881225586,924.7399407882742,0.43437626533265616
1,layer3.1.conv1,-0.0036516900872811675,1.5489559322595596,0.0,7.6476874351501465,22.642566680908203,549.7550720758029,0.4079169377021171
1,layer3.1.bn1,-0.0030043842270970345,1.5247998088598251,0.0,0.19503603875637054,15.997719764709473,280.0120110716144,0.42037506647678546
1,layer3.1.conv2,0.024238255340605974,1.06905797123909,0.0,6.282813549041748,22.6645565032959,277.0657149493266,0.4267059280443456
1,layer3.1.bn2,0.007877890748204663,1.3551360741257668,0.0,0.14077173173427582,15.998217582702637,796.4813087769584,0.39296619045334236
1,layer4.0.conv1,0.0636880211532116,1.3458485081791878,0.0,8.063644409179688,22.665224075317383,196.42215643610638,0.39546296959834815
1,layer4.0.bn1,0.02970035329053644,1.4496791362762451,0.0,0.1391543596982956,22.62417221069336,163.4948685672266,0.5506005467973165
1,layer4.0.conv2,0.00947143806843087,0.5086377784609795,0.0,6.424948215484619,32.0132942199707,40.37306050508854,0.5539680411446303
1,layer4.0.bn2,0.018030741283837415,0.9507053792476654,0.0,0.13366763293743134,22.62196159362793,213.07799488177622,0.5990387008167559
1,layer4.0.downsample.0,-0.013410233426839113,1.8364587873220444,0.0,2.2550203800201416,22.646499633789062,287.51135983489513,0.40996588429767955
1,layer4.0.downsample.1,0.0006429658751585521,1.5492300167679787,0.0,0.12411019951105118,22.623046875,500.2725500758898,0.6977214489286869
1,layer4.1.conv1,0.013205881259636953,0.6227032020688057,0.0,5.861236095428467,31.994178771972656,47.50349229917639,0.6046854161620537
1,layer4.1.bn1,0.017795592050333653,0.9738796204328537,0.0,0.10561741888523102,22.624168395996094,41.706581974629486,0.65516982816837
1,layer4.1.conv2,-0.007314639980904758,0.3231355771422386,1.52587890625e-05,4.57722806930542,32.02293014526367,9.05928940703975,0.6677423694244139
1,layer4.1.bn2,-0.006765471257494937,0.6979486681520939,0.0,0.08674146980047226,22.62216567993164,211.3002993589447,0.5718826477702924
1,fc,0.25181943736970425,1.5728291422128677,0.0,5.951314449310303,1.8958368301391602,3.197449459648058,0.6426043534116725
